si,ri,avg_community_size,community_count,sybil_wallet_count
0.1,0,6.243301178992497,933,5825
0.1,10,15.0990990990991,777,11732
0.1,20,12.94588500563698,887,11483
0.1,30,11.846638655462185,952,11278
0.1,40,11.141282565130261,998,11119
0.1,50,10.560038424591738,1041,10993
0.1,60,10.33906399235912,1047,10825
0.1,70,9.940520446096654,1076,10696
0.1,80,9.682234432234432,1092,10573
0.1,90,9.485013623978201,1101,10443
0.1,100,9.30505415162455,1108,10310
0.1,110,9.203252032520325,1107,10188
0.1,120,8.965486725663716,1130,10131
0.1,130,8.869257950530036,1132,10040
0.1,140,8.764499121265377,1138,9974
0.1,150,8.560658578856152,1154,9879
0.1,160,8.487847222222221,1152,9778
0.1,170,8.418989547038327,1148,9665
0.1,180,8.350479511769834,1147,9578
0.1,190,8.287958115183246,1146,9498
0.1,200,8.244115082824761,1147,9456
0.1,210,8.2182296231376,1141,9377
0.1,220,8.11944202266783,1147,9313
0.1,230,8.094653812445223,1141,9236
0.1,240,8.028896672504379,1142,9169
0.1,250,7.988626421697288,1143,9131
0.1,260,7.922942206654991,1142,9048
0.1,270,7.83304347826087,1150,9008
0.1,280,7.768630849220104,1154,8965
0.1,290,7.819383259911894,1135,8875
0.1,300,7.680242634315425,1154,8863
0.1,310,7.6006884681583475,1162,8832
0.1,320,7.571305099394987,1157,8760
0.1,330,7.567965367965368,1155,8741
0.1,340,7.484509466437177,1162,8697
0.1,350,7.443396226415095,1166,8679
0.1,360,7.464006938421509,1153,8606
0.1,370,7.40447504302926,1162,8604
0.1,380,7.3339026473099915,1171,8588
0.1,390,7.358131487889273,1156,8506
0.1,400,7.324137931034483,1160,8496
0.1,410,7.309153713298791,1158,8464
0.1,420,7.2770562770562774,1155,8405
0.1,430,7.246977547495682,1158,8392
0.1,440,7.251299826689775,1154,8368
0.1,450,7.224242424242425,1155,8344
0.1,460,7.222802436901653,1149,8299
0.1,470,7.1092943201376935,1162,8261
0.1,480,7.15377932232841,1151,8234
0.1,490,7.171779141104294,1141,8183
0.1,500,7.139982502187227,1143,8161
0.1,510,7.084347826086956,1150,8147
0.1,520,7.023356401384083,1156,8119
0.1,530,7.030434782608696,1150,8085
0.1,540,7.000869565217391,1150,8051
0.1,550,6.94300518134715,1158,8040
0.1,560,6.9342560553633215,1156,8016
0.1,570,6.940663176265271,1146,7954
0.1,580,6.904679376083189,1154,7968
0.1,590,6.872727272727273,1155,7938
0.1,600,6.849480968858131,1156,7918
0.1,610,6.843018213356461,1153,7890
0.1,620,6.781896551724138,1160,7867
0.1,630,6.742906276870164,1163,7842
0.1,640,6.751730103806229,1156,7805
0.1,650,6.7924693520140105,1142,7757
0.1,660,6.68307426597582,1158,7739
0.1,670,6.696891191709844,1158,7755
0.1,680,6.7517543859649125,1140,7697
0.1,690,6.670710571923744,1154,7698
0.1,700,6.655979202772963,1154,7681
0.1,710,6.5994832041343665,1161,7662
0.1,720,6.55889939810834,1163,7628
0.1,730,6.496598639455782,1176,7640
0.1,740,6.539982803095443,1163,7606
0.1,750,6.533218291630716,1159,7572
0.1,760,6.490533562822719,1162,7542
0.1,770,6.47680412371134,1164,7539
0.1,780,6.448246364414029,1169,7538
0.1,790,6.4369098712446355,1165,7499
0.1,800,6.434108527131783,1161,7470
0.1,810,6.421551724137931,1160,7449
0.1,820,6.351535836177474,1172,7444
0.1,830,6.311489361702128,1175,7416
0.1,840,6.344473007712082,1167,7404
0.1,850,6.366379310344827,1160,7385
0.1,860,6.299145299145299,1170,7370
0.1,870,6.276360544217687,1176,7381
0.1,880,6.276778063410454,1167,7325
0.1,890,6.291379310344827,1160,7298
0.1,900,6.24935952177626,1171,7318
0.1,910,6.2086882453151615,1174,7289
0.1,920,6.187074829931973,1176,7276
0.1,930,6.1988003427592115,1167,7234
0.1,940,6.15982905982906,1170,7207
0.1,950,6.1563573883161515,1164,7166
0.1,960,6.152323580034423,1162,7149
0.1,970,6.129502572898799,1166,7147
0.1,980,6.1061643835616435,1168,7132
0.1,990,6.157986111111111,1152,7094
0.2,0,6.292073832790445,921,5795
0.2,10,15.192755498059508,773,11744
0.2,20,13.073947667804322,879,11492
0.2,30,11.860147213459516,951,11279
0.2,40,11.150602409638553,996,11106
0.2,50,10.588803088803088,1036,10970
0.2,60,10.194156456173422,1061,10816
0.2,70,9.923791821561338,1076,10678
0.2,80,9.74074074074074,1080,10520
0.2,90,9.496809480401094,1097,10418
0.2,100,9.196253345227476,1121,10309
0.2,110,9.195671776375113,1109,10198
0.2,120,9.042039355992845,1118,10109
0.2,130,8.837434094903339,1138,10057
0.2,140,8.714160839160838,1144,9969
0.2,150,8.68838028169014,1136,9870
0.2,160,8.509598603839441,1146,9752
0.2,170,8.490765171503957,1137,9654
0.2,180,8.375874125874127,1144,9582
0.2,190,8.357959542656113,1137,9503
0.2,200,8.257443082311735,1142,9430
0.2,210,8.21084864391951,1143,9385
0.2,220,8.14061135371179,1145,9321
0.2,230,8.09841827768014,1138,9216
0.2,240,8.027097902097902,1144,9183
0.2,250,7.986853637160386,1141,9113
0.2,260,7.927320490367776,1142,9053
0.2,270,7.853403141361256,1146,9000
0.2,280,7.766031195840554,1154,8962
0.2,290,7.748038360941587,1147,8887
0.2,300,7.696521739130435,1150,8851
0.2,310,7.667247386759582,1148,8802
0.2,320,7.590987868284229,1154,8760
0.2,330,7.554019014693172,1157,8740
0.2,340,7.497418244406196,1162,8712
0.2,350,7.529565217391304,1150,8659
0.2,360,7.400687876182287,1163,8607
0.2,370,7.37617823479006,1167,8608
0.2,380,7.352739726027397,1168,8588
0.2,390,7.3592400690846285,1158,8522
0.2,400,7.344559585492228,1158,8505
0.2,410,7.295081967213115,1159,8455
0.2,420,7.289541918755402,1157,8434
0.2,430,7.243755383290267,1161,8410
0.2,440,7.212931034482758,1160,8367
0.2,450,7.191910499139415,1162,8357
0.2,460,7.1427343078245915,1163,8307
0.2,470,7.137781629116118,1154,8237
0.2,480,7.183727034120735,1143,8211
0.2,490,7.090830449826989,1156,8197
0.2,500,7.135726795096322,1142,8149
0.2,510,7.105676855895196,1145,8136
0.2,520,7.032090199479619,1153,8108
0.2,530,7.0725524475524475,1144,8091
0.2,540,6.9534081104400345,1159,8059
0.2,550,6.9299913569576495,1157,8018
0.2,560,6.976460331299041,1147,8002
0.2,570,6.874246339362618,1161,7981
0.2,580,6.946724890829694,1145,7954
0.2,590,6.894097222222222,1152,7942
0.2,600,6.8,1160,7888
0.2,610,6.805699481865285,1158,7881
0.2,620,6.786516853932584,1157,7852
0.2,630,6.806591500433651,1153,7848
0.2,640,6.784843205574913,1148,7789
0.2,650,6.738301559792028,1154,7776
0.2,660,6.695689655172414,1160,7767
0.2,670,6.697231833910035,1156,7742
0.2,680,6.691507798960139,1154,7722
0.2,690,6.651384083044983,1156,7689
0.2,700,6.613264427217915,1161,7678
0.2,710,6.583690987124464,1165,7670
0.2,720,6.573024054982818,1164,7651
0.2,730,6.591695501730104,1156,7620
0.2,740,6.520618556701031,1164,7590
0.2,750,6.518518518518518,1161,7568
0.2,760,6.54025974025974,1155,7554
0.2,770,6.52034632034632,1155,7531
0.2,780,6.4788610871440895,1159,7509
0.2,790,6.429305912596401,1167,7503
0.2,800,6.432618025751073,1165,7494
0.2,810,6.410852713178294,1161,7443
0.2,820,6.396210163652024,1161,7426
0.2,830,6.402933563416738,1159,7421
0.2,840,6.356529209621993,1164,7399
0.2,850,6.326198630136986,1168,7389
0.2,860,6.282423208191126,1172,7363
0.2,870,6.29553264604811,1164,7328
0.2,880,6.277397260273973,1168,7332
0.2,890,6.292347377472055,1163,7318
0.2,900,6.191201353637902,1182,7318
0.2,910,6.2301790281329925,1173,7308
0.2,920,6.175021240441801,1177,7268
0.2,930,6.206159110350727,1169,7255
0.2,940,6.142006802721088,1176,7223
0.2,950,6.14957264957265,1170,7195
0.2,960,6.167381974248927,1165,7185
0.2,970,6.120719178082192,1168,7149
0.2,980,6.135461604831751,1159,7111
0.2,990,6.079487179487179,1170,7113
0.30000000000000004,0,6.105858170606372,973,5941
0.30000000000000004,10,15.320261437908497,765,11720
0.30000000000000004,20,12.96045197740113,885,11470
0.30000000000000004,30,11.876842105263158,950,11283
0.30000000000000004,40,11.148445336008024,997,11115
0.30000000000000004,50,10.665369649805447,1028,10964
0.30000000000000004,60,10.188146754468486,1063,10830
0.30000000000000004,70,9.97196261682243,1070,10670
0.30000000000000004,80,9.738447319778189,1082,10537
0.30000000000000004,90,9.42457091237579,1107,10433
0.30000000000000004,100,9.315599639314698,1109,10331
0.30000000000000004,110,9.136078782453,1117,10205
0.30000000000000004,120,8.97695035460993,1128,10126
0.30000000000000004,130,8.91563055062167,1126,10039
0.30000000000000004,140,8.707678883071553,1146,9979
0.30000000000000004,150,8.674008810572687,1135,9845
0.30000000000000004,160,8.545056867891514,1143,9767
0.30000000000000004,170,8.459246275197195,1141,9652
0.30000000000000004,180,8.375,1144,9581
0.30000000000000004,190,8.362753751103266,1133,9475
0.30000000000000004,200,8.210801393728223,1148,9426
0.30000000000000004,210,8.101036269430052,1158,9381
0.30000000000000004,220,8.146877748460861,1137,9263
0.30000000000000004,230,8.174490699734278,1129,9229
0.30000000000000004,240,7.991296779808529,1149,9182
0.30000000000000004,250,7.963350785340314,1146,9126
0.30000000000000004,260,7.9299474605954465,1142,9056
0.30000000000000004,270,7.853530950305144,1147,9008
0.30000000000000004,280,7.790616854908775,1151,8967
0.30000000000000004,290,7.72419774501301,1153,8906
0.30000000000000004,300,7.6871750433275565,1154,8871
0.30000000000000004,310,7.647569444444445,1152,8810
0.30000000000000004,320,7.609523809523809,1155,8789
0.30000000000000004,330,7.507296137339056,1165,8746
0.30000000000000004,340,7.514680483592401,1158,8702
0.30000000000000004,350,7.489619377162629,1156,8658
0.30000000000000004,360,7.481770833333333,1152,8619
0.30000000000000004,370,7.404823428079242,1161,8597
0.30000000000000004,380,7.388265746333046,1159,8563
0.30000000000000004,390,7.3356341673856775,1159,8502
0.30000000000000004,400,7.335060449050086,1158,8494
0.30000000000000004,410,7.294982698961937,1156,8433
0.30000000000000004,420,7.303896103896104,1155,8436
0.30000000000000004,430,7.251512532411409,1157,8390
0.30000000000000004,440,7.2417677642980935,1154,8357
0.30000000000000004,450,7.243478260869566,1150,8330
0.30000000000000004,460,7.230836236933798,1148,8301
0.30000000000000004,470,7.169270833333333,1152,8259
0.30000000000000004,480,7.1569311246730605,1147,8209
0.30000000000000004,490,7.137750653879686,1147,8187
0.30000000000000004,500,7.11411149825784,1148,8167
0.30000000000000004,510,7.079061685490878,1151,8148
0.30000000000000004,520,6.97680412371134,1164,8121
0.30000000000000004,530,7.003463203463204,1155,8089
0.30000000000000004,540,6.980069324090121,1154,8055
0.30000000000000004,550,6.918384879725086,1164,8053
0.30000000000000004,560,6.954032957502168,1153,8018
0.30000000000000004,570,6.900519031141869,1156,7977
0.30000000000000004,580,6.892361111111111,1152,7940
0.30000000000000004,590,6.9205933682373475,1146,7931
0.30000000000000004,600,6.806701030927835,1164,7923
0.30000000000000004,610,6.821953327571305,1157,7893
0.30000000000000004,620,6.775862068965517,1160,7860
0.30000000000000004,630,6.742073693230505,1167,7868
0.30000000000000004,640,6.759723422644771,1157,7821
0.30000000000000004,650,6.763888888888889,1152,7792
0.30000000000000004,660,6.698535745047373,1161,7777
0.30000000000000004,670,6.723090277777778,1152,7745
0.30000000000000004,680,6.670710571923744,1154,7698
0.30000000000000004,690,6.652586206896552,1160,7717
0.30000000000000004,700,6.6141257536606375,1161,7679
0.30000000000000004,710,6.602409638554217,1162,7672
0.30000000000000004,720,6.5630901287553645,1165,7646
0.30000000000000004,730,6.564168819982774,1161,7621
0.30000000000000004,740,6.497444633730835,1174,7628
0.30000000000000004,750,6.536732929991357,1157,7563
0.30000000000000004,760,6.5,1162,7553
0.30000000000000004,770,6.497404844290657,1156,7511
0.30000000000000004,780,6.4409246575342465,1168,7523
0.30000000000000004,790,6.508253692441356,1151,7491
0.30000000000000004,800,6.429432013769363,1162,7471
0.30000000000000004,810,6.394173093401885,1167,7462
0.30000000000000004,820,6.366294067067928,1163,7404
0.30000000000000004,830,6.378865979381444,1164,7425
0.30000000000000004,840,6.304273504273504,1170,7376
0.30000000000000004,850,6.348837209302325,1161,7371
0.30000000000000004,860,6.309340188517567,1167,7363
0.30000000000000004,870,6.316062176165803,1158,7314
0.30000000000000004,880,6.257045260461144,1171,7327
0.30000000000000004,890,6.253001715265866,1166,7291
0.30000000000000004,900,6.19253604749788,1179,7301
0.30000000000000004,910,6.224978614200171,1169,7277
0.30000000000000004,920,6.19283276450512,1172,7258
0.30000000000000004,930,6.1863247863247866,1170,7238
0.30000000000000004,940,6.118744698897371,1179,7214
0.30000000000000004,950,6.164655172413793,1160,7151
0.30000000000000004,960,6.203816131830009,1153,7153
0.30000000000000004,970,6.104006820119352,1173,7160
0.30000000000000004,980,6.099400171379606,1167,7118
0.30000000000000004,990,6.103951890034364,1164,7105
0.4,0,6.334056399132321,922,5840
0.4,10,15.219195849546043,771,11734
0.4,20,12.934611048478017,887,11473
0.4,30,11.914466737064414,947,11283
0.4,40,11.167670682730924,996,11123
0.4,50,10.532118887823586,1043,10985
0.4,60,10.173872180451127,1064,10825
0.4,70,9.92293407613742,1077,10687
0.4,80,9.71152073732719,1085,10537
0.4,90,9.424706943192065,1109,10452
0.4,100,9.292266187050359,1112,10333
0.4,110,9.163669064748202,1112,10190
0.4,120,9.01336898395722,1122,10113
0.4,130,8.879082082965578,1133,10060
0.4,140,8.774051191526919,1133,9941
0.4,150,8.67311072056239,1138,9870
0.4,160,8.479166666666666,1152,9768
0.4,170,8.445898778359512,1146,9679
0.4,180,8.35135135135135,1147,9579
0.4,190,8.343558282208589,1141,9520
0.4,200,8.280316344463971,1138,9423
0.4,210,8.265017667844523,1132,9356
0.4,220,8.123251748251748,1144,9293
0.4,230,8.054878048780488,1148,9247
0.4,240,8.015734265734265,1144,9170
0.4,250,7.992119089316987,1142,9127
0.4,260,7.943132108486439,1143,9079
0.4,270,7.862882096069869,1145,9003
0.4,280,7.768630849220104,1154,8965
0.4,290,7.7441253263707575,1149,8898
0.4,300,7.732345248474281,1147,8869
0.4,310,7.607758620689655,1160,8825
0.4,320,7.584124245038827,1159,8790
0.4,330,7.588898525585429,1153,8750
0.4,340,7.532006920415225,1156,8707
0.4,350,7.440343347639485,1165,8668
0.4,360,7.448096885813149,1156,8610
0.4,370,7.384219554030874,1166,8610
0.4,380,7.417172593235039,1153,8552
0.4,390,7.379669852302346,1151,8494
0.4,400,7.353552859618717,1154,8486
0.4,410,7.29076790336497,1159,8450
0.4,420,7.255154639175258,1164,8445
0.4,430,7.27209705372617,1154,8392
0.4,440,7.247395833333333,1152,8349
0.4,450,7.234375,1152,8334
0.4,460,7.211304347826087,1150,8293
0.4,470,7.178974804517811,1151,8263
0.4,480,7.161431064572426,1146,8207
0.4,490,7.113518197573657,1154,8209
0.4,500,7.07012987012987,1155,8166
0.4,510,7.073913043478261,1150,8135
0.4,520,7.000859845227859,1163,8142
0.4,530,7.020869565217391,1150,8074
0.4,540,7.012173913043478,1150,8064
0.4,550,6.885273972602739,1168,8042
0.4,560,6.911993097497843,1159,8011
0.4,570,6.939895470383275,1148,7967
0.4,580,6.94061135371179,1145,7947
0.4,590,6.891304347826087,1150,7925
0.4,600,6.878048780487805,1148,7896
0.4,610,6.84908933217693,1153,7897
0.4,620,6.794295592048401,1157,7861
0.4,630,6.770689655172414,1160,7854
0.4,640,6.768695652173913,1150,7784
0.4,650,6.7456747404844295,1156,7798
0.4,660,6.719861231569818,1153,7748
0.4,670,6.6747195858498705,1159,7736
0.4,680,6.7212543554006965,1148,7716
0.4,690,6.686631944444445,1152,7703
0.4,700,6.620898100172711,1158,7667
0.4,710,6.612068965517241,1160,7670
0.4,720,6.614050303555941,1153,7626
0.4,730,6.549742710120069,1166,7637
0.4,740,6.5256849315068495,1168,7622
0.4,750,6.493185689948893,1174,7623
0.4,760,6.507731958762887,1164,7575
0.4,770,6.497839239412273,1157,7518
0.4,780,6.470689655172414,1160,7506
0.4,790,6.49740034662045,1154,7498
0.4,800,6.420962199312715,1164,7474
0.4,810,6.4049871023215825,1163,7449
0.4,820,6.41932700603969,1159,7440
0.4,830,6.389464594127807,1158,7399
0.4,840,6.313458262350937,1174,7412
0.4,850,6.333904109589041,1168,7398
0.4,860,6.329026701119725,1161,7348
0.4,870,6.3307426597582035,1158,7331
0.4,880,6.267352185089974,1167,7314
0.4,890,6.238297872340426,1175,7330
0.4,900,6.214650766609881,1174,7296
0.4,910,6.1938775510204085,1176,7284
0.4,920,6.20068317677199,1171,7261
0.4,930,6.187179487179487,1170,7239
0.4,940,6.148936170212766,1175,7225
0.4,950,6.171673819742489,1165,7190
0.4,960,6.185825410544512,1157,7157
0.4,970,6.168393782383419,1158,7143
0.4,980,6.1395348837209305,1161,7128
0.4,990,6.128781331028522,1157,7091
0.5,0,6.282632146709816,927,5824
0.5,10,14.96045918367347,784,11729
0.5,20,12.92454954954955,888,11477
0.5,30,11.874868559411146,951,11293
0.5,40,11.137137137137136,999,11126
0.5,50,10.656614785992218,1028,10955
0.5,60,10.304761904761905,1050,10820
0.5,70,9.978504672897197,1070,10677
0.5,80,9.659340659340659,1092,10548
0.5,90,9.511394712853235,1097,10434
0.5,100,9.286228622862286,1111,10317
0.5,110,9.198376916140667,1109,10201
0.5,120,9.028520499108735,1122,10130
0.5,130,8.855506607929515,1135,10051
0.5,140,8.74911971830986,1136,9939
0.5,150,8.697879858657243,1132,9846
0.5,160,8.53280839895013,1143,9753
0.5,170,8.448908296943232,1145,9674
0.5,180,8.410886742756805,1139,9580
0.5,190,8.354441512752858,1137,9499
0.5,200,8.267778753292362,1139,9417
0.5,210,8.207712532865907,1141,9365
0.5,220,8.158771929824562,1140,9301
0.5,230,8.129401408450704,1136,9235
0.5,240,8.03940455341506,1142,9181
0.5,250,7.943280977312391,1146,9103
0.5,260,7.879130434782609,1150,9061
0.5,270,7.854402789886661,1147,9009
0.5,280,7.766233766233766,1155,8970
0.5,290,7.766608391608392,1144,8885
0.5,300,7.673593073593073,1155,8863
0.5,310,7.671018276762402,1149,8814
0.5,320,7.646033129904097,1147,8770
0.5,330,7.534883720930233,1161,8748
0.5,340,7.532871972318339,1156,8708
0.5,350,7.512575888985256,1153,8662
0.5,360,7.438793103448276,1160,8629
0.5,370,7.398450946643718,1162,8597
0.5,380,7.39152981849611,1157,8552
0.5,390,7.389904264577893,1149,8491
0.5,400,7.331028522039758,1157,8482
0.5,410,7.303633217993079,1156,8443
0.5,420,7.243336199484093,1163,8424
0.5,430,7.272569444444445,1152,8378
0.5,440,7.228373702422146,1156,8356
0.5,450,7.2445793581960105,1153,8353
0.5,460,7.231037489102005,1147,8294
0.5,470,7.2204724409448815,1143,8253
0.5,480,7.162750217580505,1149,8230
0.5,490,7.120555073720729,1153,8210
0.5,500,7.05,1160,8178
0.5,510,7.088695652173913,1150,8152
0.5,520,7.026770293609672,1158,8137
0.5,530,7.012142237640937,1153,8085
0.5,540,6.995659722222222,1152,8059
0.5,550,6.971354166666667,1152,8031
0.5,560,6.973799126637554,1145,7985
0.5,570,6.928881179531657,1153,7989
0.5,580,6.843373493975903,1162,7952
0.5,590,6.852586206896552,1160,7949
0.5,600,6.839378238341969,1158,7920
0.5,610,6.870855148342059,1146,7874
0.5,620,6.760925449871466,1167,7890
0.5,630,6.8323144104803495,1145,7823
0.5,640,6.793733681462141,1149,7806
0.5,650,6.730337078651686,1157,7787
0.5,660,6.730434782608696,1150,7740
0.5,670,6.640343347639485,1165,7736
0.5,680,6.649484536082475,1164,7740
0.5,690,6.625,1160,7685
0.5,700,6.65974025974026,1155,7692
0.5,710,6.570694087403599,1167,7668
0.5,720,6.549657534246576,1168,7650
0.5,730,6.5325900514579756,1166,7617
0.5,740,6.561478933791918,1163,7631
0.5,750,6.520206362854686,1163,7583
0.5,760,6.479416809605489,1166,7555
0.5,770,6.482758620689655,1160,7520
0.5,780,6.459157351676698,1163,7512
0.5,790,6.4316423043852105,1163,7480
0.5,800,6.410454155955441,1167,7481
0.5,810,6.408620689655172,1160,7434
0.5,820,6.385077186963979,1166,7445
0.5,830,6.375107296137339,1165,7427
0.5,840,6.351931330472103,1165,7400
0.5,850,6.335910652920962,1164,7375
0.5,860,6.286324786324786,1170,7355
0.5,870,6.314974182444062,1162,7338
0.5,880,6.2342419080068145,1174,7319
0.5,890,6.260309278350515,1164,7287
0.5,900,6.2437768240343345,1165,7274
0.5,910,6.2042553191489365,1175,7290
0.5,920,6.1792693288020395,1177,7273
0.5,930,6.201026518391788,1169,7249
0.5,940,6.180960548885078,1166,7207
0.5,950,6.178602243313201,1159,7161
0.5,960,6.138078902229846,1166,7157
0.5,970,6.125,1168,7154
0.5,980,6.1271477663230245,1164,7132
0.5,990,6.1,1170,7137
0.6000000000000001,0,6.224946695095949,938,5839
0.6000000000000001,10,15.17509727626459,771,11700
0.6000000000000001,20,12.950394588500563,887,11487
0.6000000000000001,30,11.871578947368421,950,11278
0.6000000000000001,40,11.13013013013013,999,11119
0.6000000000000001,50,10.727984344422701,1022,10964
0.6000000000000001,60,10.301617507136061,1051,10827
0.6000000000000001,70,9.901851851851852,1080,10694
0.6000000000000001,80,9.690825688073394,1090,10563
0.6000000000000001,90,9.476363636363637,1100,10424
0.6000000000000001,100,9.32640144665461,1106,10315
0.6000000000000001,110,9.196396396396397,1110,10208
